ids	class label
473 259 5 1645 1645 1 103 8 30 142 15 4 475 7 4290 473 15 14 320 1 59 8 240 65 9 769 4 187 18 116 22 23 5 322 60 21 481 18 0 1 181 2 712 1 184 1585 65 3 1660 160 21 25 1 325 366 15 90 17 9 24 946 554 28 48 1 745 1544 18 26 4 1540 524 43 619 2 271 210 316 336 49 757 2 1 163 196 1157 26 94 27 3 155 67 1814 11 14 1297	4
3 354 709 51 5 325 211 83 6604 1 9485 344 372 44 359 62 170 156 16 1 31 42 115 9 51 5 1141 28 129 211 6 9 3 8 44 15 1 629 570 1009 3279 0 2162 2 426 41 15 4 465 7 615 0 0 65 8 4 2338 21 32 0 617 28 3 101 1 834 826 65 8 28 941 12 3 470 22 88 157 6 2430 3 257 1 464 5 147 6 64 2 89 182 766 21 68 66 2239 12 4 187 1261 2933 4821 38 13 26 321 4 187 7 1531 284 13 227 416 889 6 10 1 121 3 75 665 3 25 4 250 19 128 341 5 1782 20 6 9 329 5 1167 51 471 11 231 2 1925 14 5100 9 39 229 2 72 5467 1 676 9 36 1 5041 9 219 92 73 88 147 3526 74 4822 3358 152 92 19 853 8362 1 6042 1523 40 4 3358 5572 41 12 39 7 49 231 9 24 11 433 471 11 16 9 943 149 1273 0 3202	2
14 2073 358 29 74 305 18 113 1 171 132 96 980 331 2 382 3 68 172 627 149 566 2 1 838 26 262 78 77 17 29	5
1142 14 250 9359 5 748 4 711 7 248 2 571 51 1466 10 374 6 9 4 36 29 5 1781 15 1613 924 2 4 36 912 21 1016 5 52 34 45 121 93 4 816 5 410 2 1781 152 2790 5 1 363 340 43 291 18 23 132 546 2 49 943 1916 397 170 1 5573 26 28 78 2 458 2 43 109 1 29 9 1065 2 1943 18 480 28 175 1369 849 717 6 9 727 11 8363 352 5 1 2983 1035 665 92 1581 17 29 21 73 161 35 64	4
36 31 169 20 1 100 9 27 1 448 986 218 9 185 5 1488	5
396 22 48 120 87 17 1 580 30 1 1076 539 186 86 6 127 173 54	5
17 8 199 416 20 55 1720 5343 2 3 69 25 45 207 44 28 3 71 22 23 76 97 5 52 74 10 1125 16 18 25 4 78 253 2 1 2569 0 587 1 307 18 25 4 78 205 328 298 12 9700 4 1088 7 90 2 53 1 736 1172 8 655 5 575 1 393 0 169 51 78 2 409	4
3 23 66 5 3007 0 584 15 102 50 230 195 174 3 8 3503 1 103 54 3 112 1 59 8 27 18 32 36 57 1481 41 350 15 419 2 1040 826 2 5146 213 1 473 54 3 136 1 59 8 869 21 32 34 10 107 216 141 374 83 21 25 5 162 10 169 2 6 8 24 43 337 3 8 24 521 15 1 31 18 497 5 338 1538 741 11 169 742 1 128 1473 3 56 3258 1538 741 2 111 4 2862 30 1438 335 302 84 16 13 813 3528 84 44 1 279 2 489 32 27 16 3 813 135 97 309 10 4 1329 57 17 29 3 73 24 35 64	2
3 75 815 200 211 83 3 42 77 5 167 17 175 9701 7 1 2285 2 4333 2874 53 3 259 4 2177 6 56 0 40 1 0 7 55 5554 5970 17 197 2177 9 24 362 7 1 3450 2177 9187 28 3 215 22 469 5 411 14 1640 46 2089 705 16 10 394 3 454 6 8 226 1 556 5 267 6 41 58 5121 11 1 366 235 23 66 0 2 0 11 1 639 2177 2882 65 8 300 5 1657 1 780 183 9 251 4 6895 690 7 4 1443 0 5 1 0 8047 2 34 26 6243 7 1 343 9702 0 2 0 4406 50 4153 249 505 617 1 981 3214 615 36 2912 787	4
296 40 496 74 769 12 3 77 382 3 157 467 7 382 53 3 48 762 45 7 1 103 212 5 2745 14 504 9 382 12 182 3 77 2175 0 10 49 382 3 75 94 1667 57 14 382 3 71 22 56 37 4528 1155 2924 1304 551 382 7830 252 11 4 666 666 1279 9 24 382 1 538 833 20 3 915 678 358 432 382 12 194 182 2175 0 9 1 45 29 11 292 3 220 37 3 111 321 1 171 678 432 666 12 3 23 66 469 5 167 11 191 1 69 494 3 111 24 44 67 437 9 1 9613 9 4 177 97 33 3 363 11 1 974 388 293 38 3 111 814 613 1 183 6 9 354 6605 5 416 2 23 30 324 4 666 46 134 3 241 429 39 7 1 382 176 14 6482 79 5 35 1 0 6 1603 3608 16 9 2491 2 132 6 367 503 38 13 1353 2489 33 6 73 113 698 2 1023 145 1207 13 330 23 2072	5
3 239 2175 2341 0 792 20 4 1685 50 14 0 3 85 176 89 8 4 3003 603 16 93 348 44 3 104 6 10 605 141 13 48 96 12 9 1162 2 694 2 4 9703 7 210 820 2 3224 1407 6 39 51 11 45 7 1 2561 204 1304 12 444 15 63 184 2 317 199 8364 5 1 269 7 1 31 9 1 433 12 20 14 171 1300 259 72 5446 87 325 3739 0 671 11 10 142 13 71 22 48 12 272 7 5368 777 13 26 169 12 2175 2341 0 9 425 360 109 2 132	4
1466 44 11 9704 7 321 4 418 3508 2863 34 9 384 540 14 1289 186 1031 1588 18 95 164 127 864 26 9705 1498 3023 3 23 4 2865 537 16 10 1009 41 192 26 1 9706 13 61 108 953 5557 121 141 1009 4 378 13 61 108 18 165 445 45 10 40 53 3 463 435 1312 18 306 3 47 1622 45 2808 72 3 86 24 138 5 778 41 435 11 1 574 2 162 0 1 308 4778 5 0 45 10 40 43 197 1032 72 3037 46 418 589 183 2 60 72 5951 902 10 1 3870 72 5125 1096 9 12 7390 2606 1726 72 6 19 42 384 1043 6 3609 8365 2497 36 16 5574 39 17 551 1238 3 23 5 0 235 59 31 2 223 74 1 465 67 573 658	3
3 230 11 485 372 2 17 29 61 23 3049 145 4950 3625 1 266 115 2051 2060 2 8 0 11 942 5 90 1 31 550 32 28 197 3 8 43 422 12 18 1625 28 97 1412 8 3513 2 3342 5 267 11 20 90 2 4927 7391 1 98 9107 145 2343 6057 14 1479 3733 2 494 3 111 7392 5 1103 17 294 9 1 690 514 2 891 6 8 42 60 21 25 101 16 1 6970 8 1212 67 87 134 1757 2 1 0 139 8 42 1732 289 3323 749 213 32 210 38 172 3 52 64 6 73 35 10 49 110 69	2
239 1022 1090 1261 153 4 816 2 3 275 6 8 245 3 25 1 1000 536 96 15 1314 555 2 2211 169 8 43 6286 16 1022 1090 42 116 22 113 228 7 62 2311 20 40 38 3 8 7033 15 208 284 6 61 23 700 107 120 98 670 2 100 32 43 738 2 2030 32 1439 293 14 918 250 9707 101 1226 2396 361 418 1226 398 28 12 8 4 291 100 994 137 3 47 552 1226 5 1 538 7 918 212 9708 6606 79 627 1198 19 1226 747 4 187 37 398	3
77 49 130 2 229 49 1948 139 9 56 27 76 18 25 4 36 455 371 1 774 192 21 95 129 683 216 289 1960 130 2 4 752 7 223 10 1008	5
1 5089 2660 3 151 0 1 929 2542 33 3 75 899 1456 17 3657 47 22 35 5729 5 1 31 18 498 30 17 1153 9 4 0 708 7 0 886 41 10 768 5575 5576 0 0 2 1297 154 4609 0 15 12 194 182 17 0 7 4 925 2482 22 2908 5 1 1551 405 28 3 220 4340 5 6940 637 153 18 1246 1789 62 651 34 194 146 5 1 541 183 421 2 4 197 475 7 247 318 5 1228 11 5 267 6 41 33 21 3506 1 5705 1841 925 3 2277 5 23 473 4926 14 0 1192 8 0 67 20 17 526 33 21 2144 21 32 993 74 4 851 3762 529 4730 122 7921 90 5 451 1 141 1382 582 21 32 588 2174 1 64 613 4 475 7 6607 4689 2 49 0 0 21 101 31 1 31 530 11 4 2708 2714 6 330 23 66 0 16 3 8 76 762 5 376 3 101 1 1266 3230 218 636 1282 2664 38 6047 172 7393 2363 49 1066 11 1 810 31 3227 7 1027 800 6 415 238 164 37 60 18 498 30 1 5089 3 25 3560 31 2301 14 69 0 8 1 216 13 445 189 2 1 1062 237 603 663 1 0 15 217 9709 4035 6058 51 217 630 0 21 9201 959 2 6949 41 1 64 27 425 213 178 13 330 35 8113	1
25 142 44 15 14 461 442 6 19 1 473 54 3 68 66 2 166 103 93 14 103 259 6 0 188 14 287 612 6482 357 7 39 54 18 23 58 287 1330 31 2 1 91 190 9 12 6 19 359 4 4414 1199 723 50 1 1090 0 19 358 1252 12 13 155 39 107 191 1 100 9 4516 2 3 108 3 2209 73 138 5 99 169 702 1612 299 4529 2 9710 19 3111 1 639 3 25 442 8 49 8292 2849 648 65 9 0 15 646 836 1578 635 7394 687 8317 252 654 2 132 395 1099 15 4 56 78 1039 143 487 132 1 461 25 2165 2165 15 62 88 3151 143 2 848 279 20 1 193 414 4 789 177 20 1 4483 193 6 19 161 226 408 64 5 289 314 520 780 520 70 684 5705 1841 237 399 2507 4 289 280 59 110 2 4 43 1762 298 436 183 15 343 2296 1540 2044 483 1 59 8 70 36 2 195 174 3 68 66 1 2454 23 66 43 458 1 103 377 306 40 12 38 3 95 1 289 889 7 4529 5 99 6 311 5147 4 36 632 65 1935 40 5 238 195 4406 7 1 524 18 70 23 212 3 68 24 620 7 153 37 0 2 0 38 14 1385 116 22 363 107 2826 3131 1375 297 3 165 147 403 44 11 62 4823 89 165 487 77 1 29 13 73 76 303 766 18 23 1502 2393 15 149 885 2 214 509 3549 785 4642 82 212 10 434 21 25 1 3295 718	5
3 71 22 104 60 6 9 57 541 1472 16 126 47 13 24 77 84 6 9 5000 4 3399 209 2 18 330 46 330 24 23 39 1358 7 82 1763 386 37 6002 3689 1049 2576 0 6038 6059 1705 72 791 11 1940 0 7034 2 28 20 293 3 61 135 12 6 19 24 4640 1 1763 253 7 203 4824 2979 2 0 5456 5458 12 344 541 1472 36 6 19 1 320 559 912 12 13 48 50 84 20 45 556 5 531 51 380 4911 7 6059 5059 3 25 5 52 15 1 479 0 5 217 5148 159 1 432 11 490 7 1651 33 97 33 3 117 2 1839 1727 6 50 1 5148 89 2143 11 585 7 0 5059 10 254 1107 20 0 1 114 175 7 5707 26 362 7 1 320 23 70 1085 40 0 1799 2 230 20 585 7 82 1201 3357 34 9 72 2024 11 194 62 4647 30 541 1472 88 176 6 9 5000 7395 2992 4825 38 13 124 11 1 675 10 3399 658 86 695 4 2266 2 267 6 41 3 2264 12 13 73 495 598 8366 42 5 4398 168 58 67 1 69 7084 12 140 5 504 70 113 1 156 67 739 1940 3268 26 24 85 3922 2 2284 7 1 209 23 0 66 7894 97 120 137 87 11 1 564 16 14 156 330 35 7396 160 3 0 2992 0 1157	4
33 14 0 338 6 407 4 428 29 11 1336 12 3 251 37 17 747 37 14 625 19 428 98 11 8367 325 7 14 0 2 3 101 1 5278 746 15 295 334 746 15 96 2466 718 0 327 96 2 200 428 985 2671 1 746 8 1 127 2501 24 3105 159 2 76 996 2 1 91 362 8 12 6 8 42 0 60 9 36 57 17 29 9 12 1 1652 71 22 5149 1 290 2 13 47 238 175 233 513 15 274 601 17 80 29 924 605 2126 102 5277 6 19 4 3412 625 2 5982 209 12 344 210 2 43 586 543 757 21 3949 126 21 482 21 587 17 29 51 3652 83 189 45 7 1 91 805 664 11 1 191 183	4
258 144 1 130 8 1296 18 32 262 337 198 54 3 112 2 14 2411 2 3 25 5 162 4 152 5 155 4 266 16 18 1856 10 1 162 443 90 134 254 2484 2 32 4826 12 21 481 55 31 5 52 1101 1155 426 11 37 450 221 43 291	4
77 17 29 3934 11 1 193 7 1 1649 1 515 3970 9 60 13 61 500 50 49 6608 3574 2 109 3172 1824 59 4 542 532 183 2 62 229 5 503 13 1781 152 195 1 98 2 0 31 8 27 6 8 24 141 356 10 255 201 6 227 35 71 22 48 40 468 6 8 43 27 42 24 36 1 1776 110 0 9 197 16 48 19 4093 2 9 4 1199 0 50 5551 53 13 234 58 300 7038 5 793 15 315 952 44 584 2 976 247 10 1362 20 49 4055 3 47 427 13 1 1032 4516 5150 50 242 5 572 11 514 58 15 4796 2721 2 4055 152 637 25 1546 0 51 1790 1 3335 1 355 1038 7 0 4002 617 1 6060 552 5 4 1928 48 4 123 3 492 1007 17 1148 38 13 26 11 1 992 5 1781 6 19 24 613 97 28 13 345 22 35 4658 5 86 273 2 12 19 14 734 7 4 2462	4
17 9 1 91 1754 11 1 388 2 45 7 14 202 261 5 3135 1 1184 1668 343 1550 465 0 2 175 82 2725 113 17 1 278 7397 1754 10 55 629 1 287 1001 9 94 1126 2 79 542 1875 7 1 862 409 632 6 439 12 1 2737 362 7 1 925 9 6496 83 7 1 1124 28 3 85 410 20 1 977 362 7 1 925	5
17 219 591 2 0 740 344 40 482 21 966 11 4729 21 32 44 442 10 4 0 9711 2867 0 2639 2 1 353 183 9 146 2 542 15 467 7 233 3072 21 491 6346 4998 4209 4 0 15 9215 0 343 10 1 80 366 4 5802 591 576 15 1681 366 2639 8368 4345 1405 1978 3545 9712 8000 2 4 1283 4709 34 9 88 4 0 19 21 32 30 1 475 7205 476 0 1 1768 7 65 3 23 115 508 153 6 8 4 242 1241 2859 7 57 4 1541 476 6609 15 0 0 1524 847 2 4 8369 110 50 65 5 498 20 1 298 2859 2 1222 8369 375 663 20 65 5 86 3850 230 34 32 70 6600 11 1 740 5 1348 51 3321 17 2859 7 6609 32 0 8368 15 2639 375 9713 10 63 475 60 4 351 630 51 36 512 4729	5
245 3 0 1983 4 294 7 17 29 83 3 37 12 6 19 24 337 16 3 138 1 29 5 4270 83 3 317 6 28 97 3 795 4975 3 633 9714 84 50 1021 114 5 4072 0 46 3608 580 815 13 9715 535 152 13 124 42 429 5 1490 41 65 45 7 63 247 15 62 5259 2031 11 7398 13 47 4822 5 503 13 1490 41 126 5 48 20 4 1203 302 315 6 3201 63 4245 41 7 189 0 83 1 114 9 24 125 503 13 302 953 10 4 968 7355 46 83 13 71 22 282 37 13 32 652 5317 20 4 0 1203 17 1096 9 169 16 3 112 11 83 7 1 36 0 264 2 4 1685 7 4 250 21 124 195 1115 5 3329 1 4042 2687 10 1 7399 0 9716 3329 28 21 481 4 532 33 598 13 447 11 1 377 30 1 435 1312 2013 13 37 13 124 62 237 2444 2 7115 5998 37 89 9 63 91 110 2444 219 1410 1 29 79 115 66 1404 771 88 30 1817 374 127 93 230 3 68 115 700 371 1 561 501 46 142 374 72 3898 20 1 2034 2 18 23 585 7 84 72 436 11 1 532 2 88 53 34 9 4 343 5577 1081 45 3669 9 313 314 5 921 7400 204 3050 3858 2 58 0 447 11 0 3050 155 3 75 24 4 1096 9717 46 309 3 61 104 60 12 190 9 10 3855 59 0 2 88 1096 3726 684 72 67 1043 12 1812 12 13 47 22 230 41 442 83 13 313 63 230 41 1220 30 203 18 23 58 5 267 41 34 88 1 4291 5453 237 866 677 166 343 2449 8 78 2 463 40 0 2 257 38 3 8 245 53 3 0 296 41 4 4827 37 0 33 14 3455 0 318 18 276 5 0 50 1 5695 7 14 1602 772 5 1277 71 22 86 4 898 7 1 0 15 4 250 108 13 124 204 386 2 20 63 123 5 4 1096 0 2 119 3852 11 4 532 5 86 4 1501 3329 302 8226 83 13 108 13 124 39 12 137 25 6 24 66 10 3017 343 5577 3 415 148 35 30 1 305 413 7 1 532 429 5 2595 14 123 64 5 1 4196 1424 12 1 343 20 14 858 0 1 4682 12 32 125 496 0 145 963 38 3 470 22 113 6 5 1 204 3050 5 48 14 64 5 416 0 51 714 13 4773 343 5577 866 13 1033 4 1272 7 2024 188 6610 303 766 3 73 41 3329 3017 185 54 1 29 9 11 1 5091 7 62 765 925 185 5 1 4291 7401 0 20 988 9308 988 2 0 13 47 591 20 1 432 2155 7 1 9718 46 411 1 2190 1 1096 0 34 9 4 2808 2353 235 3 562 22 267 6 41 405 33 3 83 34 9 4 254 1096 30 14 512 361 3 37 17 29 28 97 3 111 953 10 4 1096 3034 88 176 3 23 2629 5 230 41 2998 10 254 11 14 369 925 742 254 968 7355 16 466 3 48 11 14 537 140 2995 2 412 5 4 1096 3 451 10 83 17 0 728 9 226 6 3 491 72 1052 366 1074 168 1 3059 439 5 35 561 0 2 51 1052 2039 4825 2 58 0 122 26 42 429 5 506 849 72 3608 102 0 13 65 13 330 35 224 10 2 72 1021 1096 0 2886 30 13 11 63 0 20 1 7390 16 56 13 2202 22 23 1 0 2 204 1721 3708 0 20 638 6 9 2837 16 1177 5 274 217 369	5
112 34 10 142 913 4 1416 139 2 4 5359 643 289 550 139 8 4 177 1053 20 143 16 3 387 6 5359 643 25 58 2330 808 65 131 84 94 27 218 8 3085 101 654 1338 12 32 42 24 27 30 39 401 35 810 1388 845 65 1423 218 272 7 385 2936 750 239 5 552 1662 2 6 215 22 901 16 10 62 1514 218 30 653 699 42 4 177 120 2534 25 214 509 225 65 32 97 120 59 88 176 1 29 8 1507 8 43 624 24 4713 16 18 234 5 1316 102 12 52 10 4 2021 378 142 285 71 22 23 216 141 129 374 5 157 39 11 39 6 215 22 4 901 156 3 56 37 1 1697 77 1 1065 282 7 2536 2 5147 6061 16 3 165 268 35 67 2196 11 408 44 10 644 2 213 15 4 342 702 87 4 410 159 184 10 4 184 34 26 42 97 120 988 191 1063	2
1208 2 3 32 44 1261 10 4 1915 2 4989 3720 7 217 1847 89 25 66 153 5 1 45 11 3126 2 25 66 224 832 5 1 146 260 186 10 194 314 69 150 1009 1 59 112 271 4969 2 1 114 2 1412 21 1142 32 39 36 21 426 41 15 213 4 3079 2 3811 246 2 4 0 519 907 195 32 1160 2 43 27 1 223 538 9 1597 10 256 122 915 1 6611 132 80 0 530 30 1 181 2 21 1795 118 5 1 139 110 305 120 2 7313 87 0 1237 0 19 6 25 4 573 7 1925 742 2164 7 5151 2 149 1264 1398 788 1953 4211 1124 2111 897 1384 2772 1279 1080 2211 0 1266 6542 2 975 2 96 683 42 5 420 57 4 1639 7 1 1811 119 136 4 0 0 7 252 1 295 8 1 91 2 136 11 4 573 7 2879 2 8370 21 387 1 0 1487 1031 1 0 1 1171 4050 597 11 1 311 2427 1764 2 1 635 295 91 1 326 844 32 56 81 400 2 1162 2 1 687 8 271 694 1 96 8 4 1906 551 2 1 998 8 76 9719 10 55 2251 2 21 285 37 998 193 335 32 471 5 55 181 11 4405 3438 550 34 32 8207 7 4431 65 3 56 387 16 1208 117 24 376 10 2 5152 635 1314 555 2 431 299 2515 434 717 32 94 738 4 1502 2393 4 3187 129 1290 7 1692 2 129 1290 7 368 595 1208 276 60 89 25 336 30 1 3126 0 153 1 2599 288 1099 15 1502 1267 0 6612 519 907 6 8 67 3180 87 3835 2112 2 1 2599 238 8 94 3686 15 1 6612 194 1 287 772 34 9 4 628 6993 1498 308 59 10 150 53 1 308 187 3321 1 29 9 242 24 28 242 293 12 1 175 4269 1648 122 1193 2777 112 8371 1 1400 26 78 1 179 65 9 39 13 376 5 157 9 6062 533 1087 457 3 75 158 21 151 35 64 10 264 2065	4
3 75 665 3 845 14 1912 64 11 4258 53 1 782 8 103 3899 3 75 24 158 1 0 672 60 62 170 1147 41 18 61 23 16 1 782 8 1609 41 28 1912 32 24 684 30 1 404 21 530 30 868 510 1565 719 30 868 2 152 1467 11 424 5 48 11 34 8 4 114 457 1173 5 113 158 21 39 25 1912 2 3430 102 104 12 38 18 117 24 1 782 8 1609 41 258 310 6 8 4 1944 7 1206 789 1206 12 32 132 3 116 22 238 45 12 3 116 22 37 4326 675 8 14 2105 3 108 1533 3339 2 334 1552 718 0 254 1614 344 132 982 1206 76 3 70 387 1 664 50 4718 983 1136 3 75 125 5 23 5 167 84 144 30 1 9720 432 3074 675 2 237 292 260 3074 675 2 316 8 28 78 246 95 13 39 1 1206 13 105 157 2 343 2 1169 2 6 8 10 134 43 2690 5883 0 4290 2 1675 562 10 2521 34 32 70 0 4 1156 348 7875 2 1156 4824 10 1 366 28 175 6903 255 567 773 13 5 48 11 2 119 258 310 773 10 169 309 102 47 22 2421 12 255 567 28 6 8 1309 5 52 5 62 782 2 24 35 9721 2 0 10 169 3 1078 12 2 91 7 39 14 903 25 4 36 54 34 32 467 7 102 28 6 8 4 80 2096 10 166 16 92 312 6 195 7 90 26 42 408 159 50 55 1121 323 6 8 36 5 155 7283 2 5416 9722 1 453 1735 2 55 43 369 3629 19 1839 15 0 0 73 3 35 64 185 417 13 2264 2 13 227 140 76 42 113 158 13 48 63 1912 561	5
1092 26 896 3 68 172 25 3 845 129 1541 1092 1043 49 246 984 1127 2 6 8 1 896 1092 3 23 172 25 11 14 656 39 1 1092 32 551 2 2281 3 227 23 700 4 342 7 1375 107 2 845 4094 4292 4094 4292 1092 26 85 149 255 664 32 896 12 256 12 474 20 1 4293 10 4 378 11 4 3291	1
34 26 161 120 261 5 52 5 11 237 292 339 1519 1136 9 285 94 624 2 773 4 1382 5 48 188 62 761 29 198 54 3 112 34 14 250 2 3 95 55 1382 64 83 6 8 28 1507 18 86 23 27 2344 176	3
17 9 4 36 493 591 34 26 134 820 4 205 493 193 2 4 80 493 193 34 9 4 80 177 7 520 16 13 47 423 4 2157 38 13 138 34 9 343 10 1 878 2 0 0 33 81 316 12 1814 10 1 171 362 9 94 78 902 10 1 2948 918 866 122 3001 5 0 82 102 19 878 1 69 190 12 61 113 17 493 591 120 61 35 38 6 25 1460 28 13 105 140 30 121 2 38 6 25 67 3495 1405 10 1 204 9723	4
3 101 1 1435 1 27 216 81 2711 1435 1119 16 4 1906 76 817 10 14 747 13 70 48 4 586 690 65 9 85 1660 129 1 857 231 8 628 210 33 81 861 1845 176 150 24 76 668 200 109 838 1 178 216 4 80 842 7 646 2 4 133 1084 836 749 7 741 38 13 77 741 11 63 1435 322 10 58 459 741 20 1 193 129 144 6 19 4 177 817 88 10 4 1435 1 28 28 216 1 3476 370 22 12 694 16 3 317 4 3412 7402 4685 5 14 0 6 8 332 16 2653 3 215 22 9724 51 173 198 177 50 1 80 1509 3496 37 4 762 493 39 11 39 3 151 268 495 38 3 75 11 1 183 2 1830 4 1435	3
28 431 14 202 358 29 77 1 350 419 2 1040 826 1 459 327 365 419 9 28 27 76 21 26 2127 44	5
3 75 24 4 248 3129 16 3 77 4 27 5505 17 29 79 1 2354 13 165 500 50 4 2101 1210 248 373 1187 15 4673 441 3696 20 1 1235 5856 2 2718 7 0 4651 2 6613 465 1656 1 248 9 94 27 50 60 3 23 1425 1 1179 3787 9 127 192 6 751 5 35 33 81 171 1349 1995 10 17 402 43 78 114 12 935 344 40 138 5 140 74 67 437	4
1177 189 1064 5 167 273 1318 468 15 17 1700 65 9 390 4671 408 50 62 0 859 364 122 0 5 795 153 89 1168 3560 5885 7 1 1700 26 12 6 9 43 81 3693 2 8372 15 364 2080 11 504 5064 1409 17 4095 9725 1 0 26 0 15 348 2 1017 486 13 880 813 447 246 3176 302 210 132 1700 31 9726 63 1024 1155 5 2810 3666 878 347 288 1379 2218 2775 208 5153 2446 6614 130 4903 1 0 70 3144 51 0 188 1 2608 7 758 2 45 47 52 147 4 1310 50 1 924 16 148 23 1 3641 5 614 1 3492 20 1 2608 43 1349 2296 1318 15 1978 192 589 159 47 1242 0 1 1418 2608 7 758 9 0 8372 15 1065 2 1171 4828 0 1 2359 2861 50 1 5578 5 1 341 9 4 8373 5 1 0 152 1 532 11 1 7403 3067 4 43 619 2 507 1012 94 969 291 1 1171 0 11 8374 9 542 2 1 4350 7 1 2438 26 278 10 1 1917 5 5435 118 1 2900 5540 137 12 189 605 146 1412 18 26 1070 1 3287 97 67 65 9 4 242 478 175 2044 23 66 2607 57 1 999 7 314 1179 160 1 1700 719 28 134 212 12 3 71 22 37 57 1 1700 45 0 1 82 6543 103 1 0 5890 3394 7404 20 1 7403 0 5098 126 57 62 1258 189 42 535 28 2446 178 189 354 6457 2 79 7036 1 298 7 17 0 8190 50 6615 15 2613 126 57 0 1647 7 2092 3477 46 819 1656 5 296 1 490 11 2 891 4 910 7 1 8375 9330 17 61 4353 7 349 10 1748 5 251 3462 159 1 2190 0 2 251 2231 62 7403 9330 17 4460 40 5 590 129 1 4963 2190 0 1 171 0 7343 0 405 10 55 9727 3252 862 9728 2 0 60 4 876 2446 1729 5 2231 1 171 5574 2 1404 3167 308 2190 12 3379 0 102 50 662 333 629 153 2 93 1 553 0 1 1997 10 979 2 357 5 35 1559 34 466 2925 18 116 22 88 180 1 994 10 1551 1001 2815 2 957 3632 30 216 6502 20 759 1978 567 12 61 35 0 567 7 0 176 17 370 22 1 165 5104 1919 6 9 4 2448 7 1700 3645 28 33 4 8376 3123 15 256 4145 0 6 7366 4 356 2 334 0 339 293 5064 2608 9 1 0 2 73 2209 35 4 5434 1171	4
67 668 87 58 7 1 82 1270 1063 141 5703 187 185 404 1 2528 8 78 2 409 2528 1209 1201 374 7 1 121 78 228 18 70 3875 9729 2225 53 1 187 15 1 455 8 280 1 905 2 3 25 4 36 156 2 1702 59 30 39 374 7 1 121 6 70 439 67 6596 312 6	4
850 55 4719 506 30 0 4 133 2420 159 1 363 1841 911 617 193 7 1 432 6616 40 5 99 17 98 3 579 1 100 6260 293 117 24 928 1 170 244 264 1 82 311 2 3 101 394 10 4 341 7 996 597 448 129 643 131 63 123 1665 2291 2 767 456 1949 3866 483 391 59 8 36 1 1079 2 393 131 90 220 43 626	4
3 77 17 29 6 19 4 3573 156 3 108 88 38 13 26 358 17 29 8377 39 1 5864 3 77 1 980 1616 6617 1547 131 1661 657 1304 10 129 533 1 1548 30 1 252 6063 32 351 1 731 7 1652 3193 2 5422 8 1294 3 117 24 23 228 54 5 410 2 157 34 16 12 19 1 1016 10 1 185 556 3 136 203 2 131 1328 295 382 15 39 1 6064 14 9730 9 140 2 7135 2 317 1 8378 2 119 23 4 36 142 389 30 1 31 2294 46 30 1 98 185 404	5
3 3318 17 29 6 535 37 4 78 103 592 98 16 1 31 2 236 26 28 24 226 6 1 204 1505 331 8 0 2 14 2169 101 1 476 2 4 286 65 32 195 76 668 10 49 369 27 2 1 286 385 37 164 8 237 115 144 0 44 3 140	2
161 45 7 1 91 6947 20 1 8379 7 292 0 884 217 54 2 344 158 13 26 1427 3 23 239 4 133 233 6947 168 292 2 17 9 1 91 307 74 305 3 241 17 307 38 13 124 224 10 4 36 2 109 2852	5
3 108 379 10 17 29 26 792 20 163 196 1617 1 31 8 8380 204 2 360 41 1 460 7883 34 19 58 1053 2540 8381 125 20 1 1184 7 1 98 9 2 724 2 1083 16 1 31 9 1041 2 1051 11 433 1 5341 2443 2145 195 4 9404 2 4 1975 10 1 6930 7 55 259 11 260 38 13 138 62 1777 543 184 15 170 31 453 164 309 1263 5 0 415 3 1007 164 50 1 0 5522 9731	2
3 318 5 180 17 29 199 945 17 54 168 3 8 4605 2 2844 23 1418 3119 93 4896 4 207 14 250 2 3 318 5 669 41 5 1 328 4 475 7 150 580 6045 296 90 846 49 181 160 1 29 8 576 4 604 2404 526 45 7 1 580 5154 217 207 188 1 5930 7186 2 0 118 3 131 4 1987 57 6 194 217 54 7 1 898 2 3 75 24 28 158 18 1660 6 83 18 39 313 414 1 171 4605 7 1 1042 449 4641 841 254 181 3993 185 181 2384 315 4 208 2504 3 75 24 2007 3 119 426 696 56 237 2 0 62 1542 444 74 5 243 51 1 761 1428 50 14 181 2 0 1 5930 7186 280 7 3817 3 306 403 57 1 377 15 0 89 131 4 80 1975 57 1 1 377 194 2959 107 14 0 7 403 2064 8382 2623 79 58 291 634 2 58 24 28 291 594	3
